Taxon_Name	MeanBootstrapValue	MeanLengthMerged	PercentageAsPairs	Total
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales incertae sedis;g__Hyalodendriella	0.588	0	1.0	1981
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales incertae sedis;g__Naemacyclus	0.5	0	1.0	1
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales incertae sedis;g__Satchmopsis	0.531	0	1.0	50
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales incertae sedis;g__Spirosphaera	0.99	0	1.0	2
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales incertae sedis;g__Tetracladium	0.95	0	1.0	1494
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hemiphacidiaceae;g__Fabrella	0.527	0	1.0	3
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae	0.524	0	1.0	384
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha	0.843	0	1.0	29538
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hydrocina	0.516	0	1.0	10
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnum	0.89	0	1.0	582
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.558	0	1.0	12
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Botryotinia	0.876	0	1.0	10
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Mitrula	0.5	0	1.0	1
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Scleromitrula	0.552	0	1.0	14
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Torrendiella	0.557	0	1.0	7
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Chlorovibrissea	0.54	0	1.0	2
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Vibrissea	0.573	0	1.0	76
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes incertae sedis	0.52	0	1.0	605
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes incertae sedis;f__Leotiomycetes incertae sedis	0.5	0	1.0	12
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes incertae sedis;f__Leotiomycetes incertae sedis;g__Collophora	0.59	0	1.0	6048
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes incertae sedis;f__Leotiomycetes incertae sedis;g__Microglossum	0.54	0	1.0	2
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes incertae sedis;f__Myxotrichaceae	0.636	0	1.0	523
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes incertae sedis;f__Myxotrichaceae;g__Amorphotheca	0.551	0	1.0	410
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes incertae sedis;f__Myxotrichaceae;g__Byssoascus	0.623	0	1.0	38
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes incertae sedis;f__Myxotrichaceae;g__Myxotrichum	0.732	0	1.0	1617
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Thelebolaceae;g__Thelebolus	0.686	0	1.0	4822
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales	0.587	0	1.0	1601
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Chorioactidaceae;g__Wolfina	0.5	0	1.0	1
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Discinaceae	0.51	0	1.0	1
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Helvellaceae;g__Barssia	0.956	0	1.0	33
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Helvellaceae;g__Helvella	0.835	0	1.0	122
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Morchellaceae;g__Morchella	0.932	0	1.0	230
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Morchellaceae;g__Verpa	0.882	0	1.0	26
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae	0.812	0	1.0	5
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Iodophanus	0.99	0	1.0	3
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Iodowynnea	0.73	0	1.0	1
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza	0.871	0	1.0	8
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Sarcosphaera	0.655	0	1.0	2
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Terfezia	0.649	0	1.0	10
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizales incertae sedis;g__Phialea	0.582	0	1.0	399
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae	0.743	0	1.0	14104
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Anthracobia	0.947	0	1.0	30
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Byssonectria	0.615	0	1.0	118
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Cheilymenia	0.611	0	1.0	89
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Melastiza	0.6	0	1.0	12
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pyronema	0.938	0	1.0	11
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Rhodotarzetta	0.99	0	1.0	164
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Scutellinia	0.905	0	1.0	2
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Sowerbyella	0.78	0	1.0	1
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Trichophaea	0.771	0	1.0	7145
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Trichophaeopsis	0.56	0	1.0	1
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Wilcoxina	0.814	0	1.0	82803
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcoscyphaceae	0.562	0	1.0	10
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcoscyphaceae;g__Conoplea	0.628	0	1.0	5
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcoscyphaceae;g__Desmazierella	0.505	0	1.0	2
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcosomataceae;g__Galiella	0.51	0	1.0	1
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcosomataceae;g__Pseudoplectania	0.97	0	1.0	2
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales	0.82	0	1.0	4972
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Lipomycetaceae	0.81	0	1.0	3
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Lipomycetaceae;g__Dipodascopsis	0.955	0	1.0	4370
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Lipomycetaceae;g__Lipomyces	0.961	0	1.0	160
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae	0.582	0	1.0	217
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Debaryomyces	0.797	0	1.0	116
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Lodderomyces	0.58	0	1.0	2
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Pachysolen	0.535	0	1.0	8
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Zygosaccharomyces	0.952	0	1.0	18
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales incertae sedis;g__Botryozyma	0.55	0	1.0	5
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales incertae sedis;g__Schizoblastosporion	0.95	0	1.0	2
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycopsidaceae;g__Saccharomycopsis	0.897	0	1.0	3
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae	0.529	0	1.0	867
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Blastobotrys	0.598	0	1.0	5010
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Trichomonascus	0.592	0	1.0	5
d__Fungi;p__Ascomycota;c__Sordariomycetes	0.786	0	1.0	1573
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales	0.51	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae	0.653	0	1.0	28
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Carpoligna	0.55	0	1.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria	0.91	0	1.0	66
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Melanopsammella	0.901	0	1.0	40
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Menispora	0.535	0	1.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae	0.7	0	1.0	54
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Barrina	0.79	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta	0.92	0	1.0	380
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaetidium	0.709	0	1.0	117
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetales incertae sedis;g__Wallrothiella	0.565	0	1.0	15
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Amphiporthe	0.53	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Leucostoma	0.934	0	1.0	5
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Diaporthales;f__Valsaceae;g__Valsella	0.917	0	1.0	4
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	0.735	0	1.0	1452
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae	0.662	0	1.0	83
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Heleococcum	0.54	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Hydropisphaera	0.775	0	1.0	180
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Nectriopsis	0.853	0	1.0	45
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Roumegueriella	0.563	0	1.0	8
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Selinia	0.571	0	1.0	8
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Valsonectria	0.57	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae	0.705	0	1.0	186
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Balansia	0.54	0	1.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Chaunopycnis	0.651	0	1.0	248
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metacordyceps	0.576	0	1.0	5
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Metarhizium	0.926	0	1.0	7
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Myriogenospora	0.51	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Paecilomyces	0.766	0	1.0	131
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Pochonia	0.584	0	1.0	5
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Tolypocladium	0.736	0	1.0	139
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae	0.844	0	1.0	73
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria	0.586	0	1.0	10
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Cordyceps	0.661	0	1.0	19
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Hyperdermium	0.556	0	1.0	5
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Isaria	0.61	0	1.0	7
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium	0.881	0	1.0	69
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Microhilum	0.5	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Phytocordyceps	0.583	0	1.0	8
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae	0.703	0	1.0	113
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Aphysiostroma	0.619	0	1.0	53
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypocrea	0.833	0	1.0	754
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypomyces	1.0	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	0.836	0	1.0	195
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales incertae sedis	0.51	0	1.0	36
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales incertae sedis;g__Cylindrocladiella	0.57	0	1.0	43
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales incertae sedis;g__Neobarya	0.73	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales incertae sedis;g__Parasarcopodium	0.546	0	1.0	373
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales incertae sedis;g__Stachybotrys	0.876	0	1.0	8
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.657	0	1.0	172
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Cosmospora	0.949	0	1.0	665
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Cryptadelphia	0.52	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Cylindrocladium	0.59	0	1.0	3
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Dematiocladium	0.613	0	1.0	4
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella	0.907	0	1.0	554
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Lasionectria	0.97	0	1.0	7
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Leuconectria	0.64	0	1.0	24
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nalanthamala	0.604	0	1.0	59
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Neocosmospora	0.76	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Neonectria	0.784	0	1.0	715
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Pseudonectria	0.816	0	1.0	151
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Viridispora	0.5	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae	0.512	0	1.0	8
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Melanopsamma	0.613	0	1.0	3
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Niessliaceae;g__Niesslia	0.562	0	1.0	30
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Elaphocordyceps	0.925	0	1.0	548
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Haptocillium	0.923	0	1.0	8
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae	0.745	0	1.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Magnaporthales;f__Magnaporthaceae;g__Phialophora	0.651	0	1.0	356
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae	0.695	0	1.0	40
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Ambrosiella	0.7	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Doratomyces	0.737	0	1.0	580
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Microascus	0.55	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Petriella	0.605	0	1.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Ophiostoma	0.57	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Phyllachorales;f__Phyllachoraceae;g__Plectosphaerella	0.933	0	1.0	85
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales	0.657	0	1.0	18
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Annulatascaceae;g__Mirannulata	0.58	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Cephalothecaceae;g__Cryptendoxyla	0.92	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae	0.637	0	1.0	3
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Chaetomidium	0.826	0	1.0	5
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Corynascus	0.67	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Zopfiella	0.53	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae	0.649	0	1.0	25
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apiosordaria	0.92	0	1.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Bombardioidea	0.595	0	1.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Cercophora	0.59	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Immersiella	1.0	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Lasiosphaeria	0.938	0	1.0	5
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium	0.919	0	1.0	68
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Zygopleurage	0.82	0	1.0	175
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae	0.726	0	1.0	5
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Copromyces	0.65	0	1.0	3
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Gelasinospora	0.66	0	1.0	7
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Neurospora	0.883	0	1.0	21
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Sordaria	0.835	0	1.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes incertae sedis	0.601	0	1.0	453
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes incertae sedis;f__Amplistromataceae;g__Amplistroma	0.605	0	1.0	90
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes incertae sedis;f__Apiosporaceae;g__Apiospora	0.82	0	1.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes incertae sedis;f__Batistiaceae;g__Batistia	0.68	0	1.0	488
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes incertae sedis;f__Glomerellaceae;g__Colletotrichum	0.808	0	1.0	5
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes incertae sedis;f__Papulosaceae;g__Papulosa	0.596	0	1.0	581
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes incertae sedis;f__Sordariomycetes incertae sedis;g__Hilberina	0.805	0	1.0	6
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes incertae sedis;f__Sordariomycetes incertae sedis;g__Lentomitella	0.999	0	1.0	7
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes incertae sedis;f__Thyridiaceae;g__Thyridium	0.539	0	1.0	21
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales	0.705	0	1.0	28
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae	0.52	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Bartalinia	0.762	0	1.0	6
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Sarcostroma	0.98	0	1.0	24
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Seiridium	0.5	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Truncatella	0.69	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae	0.54	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Diatrypaceae;g__Diatrypella	0.58	0	1.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae	0.77	0	1.0	41
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Thuemenella	0.51	0	1.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Xylaria	0.846	0	1.0	197
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariales incertae sedis;g__Diatrypasimilis	0.711	0	1.0	13
d__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina	0.965	0	1.0	13
d__Fungi;p__Basidiomycota	0.903	0	1.0	53510
d__Fungi;p__Basidiomycota;c__Agaricomycetes	0.807	0	1.0	19364
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales	0.751	0	1.0	13476
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae	0.53	0	1.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__uncultured_Amanitaceae	0.87	0	1.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae	0.642	0	1.0	594
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria	0.907	0	1.0	20416
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavulinopsis	0.932	0	1.0	3584
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Ramariopsis	0.881	0	1.0	5676
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae	0.645	0	1.0	1137
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Alnicola	0.582	0	1.0	29
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Anamika	0.635	0	1.0	92
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius	0.8	0	1.0	42
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Dermocybe	0.53	0	1.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Hebeloma	0.906	0	1.0	450
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Inocybe	0.756	0	1.0	421
