Taxon_Name	MeanBootstrapValue	MeanLengthMerged	PercentageAsPairs	Total
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae	0.645	374	0.0	15
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Herbidospora	0.62	374	0.0	1
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Microbispora	0.828	371	0.0	23
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Nonomuraea	0.938	374	0.0	6
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Sphaerisporangium	0.932	373	0.0	32
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangiaceae;g__Streptosporangium	0.941	372	0.0	80
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Streptosporangineae_incertae_sedis;g__Sinosporangium	0.571	373	0.0	8
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae	0.651	373	0.0	154
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinoallomurus	0.764	373	0.0	506
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinocorallia	0.6	374	0.0	3
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Actinomadura	0.919	373	0.0	412
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Thermomonosporaceae;g__Spirillospora	0.726	373	0.0	207
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Tsukamurellaceae;g__Tsukamurella	0.52	375	0.0	2
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Euzebyales;f__Euzebyaceae;g__Euzebya	0.619	375	0.0	7
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella	0.911	373	0.0	9346
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales	0.699	373	0.0	834
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter	0.738	373	0.0	3260
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	0.691	373	0.0	672
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Thermoleophilales;f__Thermoleophilaceae;g__Thermoleophilum	0.577	373	0.0	42
d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Hydrogenothermaceae;g__Hydrogenothermus	0.53	370	0.0	1
d__Bacteria;p__Armatimonadetes	0.673	373	0.0	83
d__Bacteria;p__Armatimonadetes;c__Armatimonadetes_gp2;o__Armatimonadetes_gp2;f__Armatimonadetes_gp2;g__Armatimonadetes_gp2	0.723	374	0.0	8
d__Bacteria;p__Armatimonadetes;c__Armatimonadetes_gp4;o__Armatimonadetes_gp4;f__Armatimonadetes_gp4;g__Armatimonadetes_gp4	0.898	373	0.0	460
d__Bacteria;p__Armatimonadetes;c__Armatimonadetes_gp5;o__Armatimonadetes_gp5;f__Armatimonadetes_gp5;g__Armatimonadetes_gp5	0.917	374	0.0	726
d__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas/Armatimonadetes_gp1	0.916	374	0.0	207
d__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas/Armatimonadetes_gp3	0.945	374	0.0	1664
d__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas	0.656	374	0.0	75
d__Bacteria;p__Bacteroidetes	0.951	370	0.0	3740
d__Bacteria;p__Bacteroidetes;c__Bacteroidetes_incertae_sedis	0.53	370	0.0	3
d__Bacteria;p__Bacteroidetes;c__Bacteroidetes_incertae_sedis;o__Ohtaekwangia;f__Ohtaekwangia;g__Ohtaekwangia	0.779	370	0.0	4776
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.555	370	0.0	147
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae	0.508	370	0.0	4
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Mangroviflexus	0.51	370	0.0	3
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.595	370	0.0	2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas	0.908	370	0.0	12
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter	0.561	370	0.0	42
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae	0.56	370	0.0	28
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Draconibacterium	0.53	370	0.0	1
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Prolixibacter	0.588	370	0.0	25
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae	0.72	370	0.0	1
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.584	372	0.0	252
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	0.618	370	0.0	67
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter	0.98	370	0.0	1630
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga	0.618	370	0.0	62
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter	0.968	371	0.0	49
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Emticicia	1.0	369	0.0	2
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter	0.932	370	0.0	6
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma	0.87	370	0.0	1
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga	0.659	371	0.0	10
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae	0.587	370	0.0	104
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Cesiribacter	0.593	373	0.0	7
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Fabibacter	0.603	370	0.0	3
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.541	370	0.0	31
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae	0.633	370	0.0	25
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola	0.77	371	0.0	29
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Lishizhenia	0.59	370	0.0	1
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Owenweeksia	0.605	372	0.0	17
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Wandonia	0.52	370	0.0	1
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.825	370	0.0	17
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Chryseobacterium	0.865	370	0.0	2
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.944	368	0.0	155
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Planobacterium	0.73	370	0.0	1
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.651	370	0.0	1086
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae	0.923	370	0.0	7847
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Chitinophaga	0.643	369	0.0	499
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Crenotalea	0.565	370	0.0	37
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter	0.797	370	0.0	3656
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Filimonas	0.595	370	0.0	24
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavihumibacter	0.67	372	0.0	188
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter	0.638	370	0.0	596
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavitalea	0.876	370	0.0	1105
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Hydrotalea	0.592	370	0.0	154
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Lacibacter	0.688	370	0.0	172
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Niastella	0.745	370	0.0	103
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Parasegetibacter	0.581	366	0.0	16
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Sediminibacterium	0.734	370	0.0	546
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Segetibacter	0.862	370	0.0	340
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Terrimonas	0.826	370	0.0	1857
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Cyclobacteriaceae	0.55	369	0.0	1
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae	0.558	374	0.0	5
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae;g__Haliscomenobacter	0.562	371	0.0	13
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae;g__Lewinella	0.568	374	0.0	23
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.798	369	0.0	468
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Arcticibacter	0.66	370	0.0	117
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter	0.896	370	0.0	2555
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Nubsella	0.666	372	0.0	130
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	0.913	370	0.0	700
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea	0.605	370	0.0	506
d__Bacteria;p__BRC1;c__BRC1_genera_incertae_sedis;o__BRC1_genera_incertae_sedis;f__BRC1_genera_incertae_sedis;g__BRC1_genera_incertae_sedis	0.862	374	0.0	85
d__Bacteria;p__candidate division WPS-1;c__WPS-1_genera_incertae_sedis;o__WPS-1_genera_incertae_sedis;f__WPS-1_genera_incertae_sedis;g__WPS-1_genera_incertae_sedis	0.806	373	0.0	1812
d__Bacteria;p__candidate division WPS-2;c__WPS-2_genera_incertae_sedis;o__WPS-2_genera_incertae_sedis;f__WPS-2_genera_incertae_sedis;g__WPS-2_genera_incertae_sedis	0.813	373	0.0	2339
d__Bacteria;p__candidate division ZB3;c__ZB3_genera_incertae_sedis;o__ZB3_genera_incertae_sedis;f__ZB3_genera_incertae_sedis;g__ZB3_genera_incertae_sedis	0.698	373	0.0	6
d__Bacteria;p__Candidatus Saccharibacteria;c__Saccharibacteria_genera_incertae_sedis;o__Saccharibacteria_genera_incertae_sedis;f__Saccharibacteria_genera_incertae_sedis;g__Saccharibacteria_genera_incertae_sedis	0.941	374	0.0	402
d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	0.776	373	0.0	330
d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae	0.746	373	0.0	646
d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Neochlamydia	0.726	373	0.0	1017
d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia	0.703	373	0.0	2261
d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Simkaniaceae;g__Simkania	0.601	374	0.0	217
d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Waddliaceae;g__Waddlia	0.643	375	0.0	3
d__Bacteria;p__Chloroflexi	0.581	374	0.0	1248
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae	0.721	374	0.0	1095
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Bellilinea	0.676	373	0.0	72
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Levilinea	0.57	374	0.0	10
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Longilinea	0.575	373	0.0	117
d__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae	0.883	373	0.0	41
d__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea	0.577	374	0.0	3
d__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Litorilinea	0.689	373	0.0	36
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae	0.53	378	0.0	2
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Heliothrix	0.6	377	0.0	2
d__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalogenimonas;f__Dehalogenimonas;g__Dehalogenimonas	0.52	374	0.0	3
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	0.638	373	0.0	69
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales	0.661	373	0.0	140
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonobacter	0.762	373	0.0	1776
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Thermosporotrichaceae;g__Thermosporothrix	0.573	374	0.0	16
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Thermogemmatisporales;f__Thermogemmatisporaceae;g__Thermogemmatispora	0.584	374	0.0	16
d__Bacteria;p__Chloroflexi;c__Thermoflexia;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus	0.555	374	0.0	2
d__Bacteria;p__Chloroflexi;c__Thermomicrobia	0.549	374	0.0	24
d__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__Sphaerobacteraceae;g__Sphaerobacter	0.697	373	0.0	57
d__Bacteria;p__Chrysiogenetes;c__Chrysiogenetes;o__Chrysiogenales;f__Chrysiogenaceae	0.52	372	0.0	1
d__Bacteria;p__Cyanobacteria/Chloroplast	0.527	371	0.0	3
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__Chloroplast;f__Chloroplast	0.642	371	0.0	21
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__Chloroplast;f__Chloroplast;g__Bacillariophyta	0.796	374	0.0	33
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__Chloroplast;f__Chloroplast;g__Bangiophyceae	0.523	380	0.0	3
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__Chloroplast;f__Chloroplast;g__Chlorophyta	0.907	369	0.0	22
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__Chloroplast;f__Chloroplast;g__Streptophyta	0.981	373	0.0	459
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Cyanobacteria	0.58	373	0.0	1
d__Bacteria;p__Elusimicrobia	0.564	373	0.0	364
d__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium	0.553	373	0.0	206
d__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__Candidatus Endomicrobium;f__Candidatus Endomicrobium;g__Candidatus Endomicrobium	0.618	374	0.0	56
d__Bacteria;p__Firmicutes	0.619	373	0.0	2788
d__Bacteria;p__Firmicutes;c__Bacilli	0.575	373	0.0	149
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.793	373	0.0	2874
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.571	372	0.0	247
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus	0.963	372	0.0	18381
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Kyrpidia	0.865	372	0.0	2
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus	0.907	373	0.0	3141
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1	0.603	373	0.0	534
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1;g__Bacillus	0.764	373	0.0	5331
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1;g__Domibacillus	0.618	373	0.0	43
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1;g__Falsibacillus	0.611	373	0.0	231
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1;g__Geobacillus	0.898	374	0.0	5
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1;g__Saccharococcus	0.605	374	0.0	4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2	0.663	373	0.0	151
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Oceanobacillus	0.842	373	0.0	107
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Paucisalibacillus	0.601	372	0.0	9
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Pullulanibacillus	0.719	372	0.0	609
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Salirhabdus	0.657	374	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Sinobaca	0.52	372	0.0	1
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Thalassobacillus	0.53	373	0.0	1
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Tuberibacillus	0.712	373	0.0	4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Virgibacillus	0.623	374	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1	0.699	372	0.0	982
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Ammoniibacillus	0.53	373	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Brevibacillus	0.953	372	0.0	7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Cohnella	0.933	372	0.0	413
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Fontibacillus	0.605	373	0.0	176
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Paenibacillus	0.864	372	0.0	4767
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Saccharibacillus	0.593	372	0.0	329
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Thermobacillus	0.52	373	0.0	1
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 2	0.612	373	0.0	8
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 2;g__Ammoniphilus	0.84	372	0.0	45
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 2;g__Aneurinibacillus	0.892	372	0.0	6
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 2;g__Oxalophagus	0.697	372	0.0	16
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.784	373	0.0	2680
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Bhargavaea	0.551	373	0.0	8
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Caryophanon	0.58	373	0.0	395
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Chryseomicrobium	0.633	372	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Filibacter	0.634	373	0.0	68
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Jeotgalibacillus	0.6	375	0.0	1
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Lysinibacillus	0.768	373	0.0	1386
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina	0.586	373	0.0	128
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcaceae_incertae_sedis	0.717	373	0.0	1460
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcus	0.606	374	0.0	11
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Psychrobacillus	0.633	373	0.0	197
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus	0.8	373	0.0	7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus	0.652	373	0.0	111
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina	0.843	373	0.0	1591
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Viridibacillus	0.571	373	0.0	33
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Sporolactobacillaceae;g__Sporolactobacillaceae_incertae_sedis	0.545	373	0.0	2
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.96	374	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 1	0.596	372	0.0	54
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 1;g__Desmospora	0.79	373	0.0	1
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 1;g__Shimazuella	0.898	372	0.0	24
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 1;g__Thermoactinomyces	0.815	372	0.0	406
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 1;g__Thermoflavimicrobium	0.56	372	0.0	1
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 2	0.653	372	0.0	76
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 2;g__Planifilum	0.573	373	0.0	15
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 2;g__Polycladomyces	0.633	373	0.0	541
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	1.0	372	0.0	1
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.963	372	0.0	4
d__Bacteria;p__Firmicutes;c__Clostridia	0.572	374	0.0	947
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.657	373	0.0	1434
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1	0.786	372	0.0	84
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Clostridium sensu stricto	0.95	372	0.0	161
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Fervidicella	0.556	371	0.0	7
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Oxobacter	0.91	374	0.0	4
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Sarcina	0.53	372	0.0	3
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae 1;g__Thermobrachium	0.53	374	0.0	1
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae Sedis III;g__Tepidanaerobacter	0.524	375	0.0	10
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae Sedis III;g__Thermoanaerobacterium	0.796	370	0.0	27
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiales_Incertae Sedis XI	0.51	375	0.0	1
