Taxon_Name	Level	Slashpile1	Slashpile10	Slashpile11	Slashpile13	Slashpile14	Slashpile15	Slashpile16	Slashpile17	Slashpile18	Slashpile19	Slashpile2	Slashpile20	Slashpile21	Slashpile22	Slashpile23	Slashpile24	Slashpile25	Slashpile26	Slashpile27	Slashpile28	Slashpile3	Slashpile4	Slashpile40	Slashpile5	Slashpile6	Slashpile7	Slashpile8	Slashpile9
Fungi	domain	0.0151520310532	0.0133735488277	0.0133833575988	0.00872822239786	0.00766033738082	0.00556792873051	0.0544697101198	0.0312155710613	0.0499421519476	0.0322803850782	0.00488203937299	0.00644552231518	0.0416900880645	0.294424242424	0.0406648272238	0.00236316024781	0.0393775413495	0.0122212832347	0.00523954546943	0.0347687300494	0.0173299541064	0.0391253473746	0.0100439634765	0.00973048395388	0.00464008541042	0.00499354283254	0.00353942795191	0.00577817194765
Ascomycota	phylum	0.0987776226634	0.0036421579786	0.0118434315153	0.00766296690835	0.0214733925515	0.0678874865957	0.0169762194064	0.00881380829967	0.00142691862707	0.0158243080626	0.00160975352299	0.00139978514926	0.00590219224283	0.00315151515152	0.00614242543687	0.00303378680462	0.000397444128527	0.00139764675291	0.0504633723025	0.000344244851975	0.349955476402	0.00782506947492	0.0157253973622	0.0672321363002	0.126349936353	0.0319845027981	0.00478301074583	0.0134107339622
Archaeorhizomycetes	class	0.000749089175661	8.53630776235e-05	2.79986560645e-05	0.0	0.00794556270883	0.000329951332179	0.000104148585315	7.86947169613e-05	0.0	0.0	0.0	0.0	4.6842795578e-05	4.0404040404e-05	3.28471948496e-05	0.0	0.0	0.0	0.000392965910207	0.0	0.000513733817385	0.000255960216469	0.0	0.0488360138063	0.00299757730054	4.30477830392e-05	0.00028698064475	0.029912118036
Archaeorhizomycetales	order	0.000340495079846	0.0	2.79986560645e-05	0.0	0.000325971803439	4.12439165223e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.65657452099e-05	0.0	0.00187265917603	0.00106763027142	0.0	0.0	0.00220376790561
Archaeorhizomyces	genus	0.215465286527	0.370248122012	0.364990480457	0.303219820625	0.411213430038	0.309123154335	0.0159000173581	0.00629557735691	0.000848438102584	0.00123345367028	0.00501398638307	0.19460268889	0.0230466554244	0.000969696969697	0.00174090132703	0.214792105767	0.00131462288667	0.0	0.0020303238694	0.000312949865432	0.141585040071	0.462849202867	0.56608048698	0.442755379305	0.521455262185	0.137021093414	0.54931284079	0.0407428310355
Archaeorhizomycetes_unidentified_1	genus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67188073731e-05	0.0	0.0	0.0	2.68752183611e-05
Ascomycota_unidentified_1_1	genus	0.0118492287786	0.0329501479627	0.0658528390637	0.0315109446411	0.00431912639557	0.0246226181638	0.00597118555806	0.0012853470437	0.00119552641728	0.000391095066185	0.00266532960363	0.00364595201667	0.0125070264193	0.00953535353535	0.0469714886349	0.0134125311362	9.1717875814e-05	0.00100760579861	0.0631692700658	0.000156474932716	0.0107884101651	0.0308980547024	0.0130537707136	0.0309539546156	0.0118260583912	0.00650021523892	0.00373074838175	0.20941170147
Dothideomycetes	class	0.0	0.000113817436831	2.79986560645e-05	6.8726160613e-05	4.07464754299e-05	0.0	0.0	0.0	0.000231392209796	6.01684717208e-05	0.0	3.2553143006e-05	4.6842795578e-05	0.0	6.56943896991e-05	0.0	6.11452505427e-05	6.50068257167e-05	0.0	0.0	3.4248921159e-05	0.0	0.000135272235374	0.0	0.0	0.0	0.0	0.0
Camarosporium	genus	0.0	0.0	0.0	0.0	0.0	0.0	6.943239021e-05	0.0	0.0	0.0	0.0	9.76594290179e-05	0.0	0.0	6.56943896991e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Capnodiales	order	0.0	2.84543592078e-05	0.0	0.0	0.0	0.0	0.000104148585315	0.0	0.0	0.0	0.0	0.0	0.0	4.0404040404e-05	0.000131388779398	0.0	3.05726252713e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
