Taxon_Name	MeanBootstrapValue	MeanLengthMerged	PercentageAsPairs	Total
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Mytilinidiaceae;g__Lophium	0.714	240	0.0	13
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Neostagonospora	1.0	262	0.0	1
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Phaeosphaeria	0.715	263	0.0	2
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Phaeosphaeriaceae;g__Stagonospora	0.911	266	0.0	9
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Alternaria	0.897	246	0.0	4
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Drechslera	1.0	303	0.0	74
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Embellisia	0.99	240	0.0	5
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Pleosporaceae_unidentified	0.979	254	0.0	9
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_unidentified;g__Pleosporales_unidentified_1	0.968	249	0.0	193
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae	0.67	218	0.0	1
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia	0.82	214	0.0	1
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sporormiaceae_unidentified	0.65	215	0.0	1
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Sporormiella	1.0	215	0.0	3
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Venturiaceae_1;g__Venturia	0.792	235	0.0	103
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Sympoventuriaceae_unidentified	0.875	246	0.0	2
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiaceae;g__Venturiaceae_unidentified	0.999	233	0.0	12
d__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Venturiales_unidentified;g__Venturiales_unidentified_1	0.62	269	0.0	4
d__Fungi;p__Ascomycota;c__Eurotiomycetes	0.598	252	0.0	129
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	0.711	265	0.0	206
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriales_unidentified;g__Chaetothyriales_unidentified_1	0.837	251	0.0	4086
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae	0.88	265	0.0	66
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Capronia	0.99	275	0.0	110
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Cladophialophora	0.987	272	0.0	2019
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Exophiala	0.986	266	0.0	33
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Herpotrichiellaceae_unidentified	0.86	289	0.0	1502
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeococcomyces	0.998	247	0.0	6
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Phaeomoniella	1.0	275	0.0	1
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae;g__Rhinocladiella	0.73	261	0.0	1
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales	0.54	248	0.0	1
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Eurotiales_unidentified;g__Eurotiales_unidentified_1	0.92	293	0.0	1
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae	0.961	242	0.0	152
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Aspergillus	0.55	247	0.0	1
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Eupenicillium	0.705	249	0.0	4
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Paecilomyces	1.0	214	0.0	7
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Penicillium	0.976	248	0.0	11815
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Rasamsonia	0.962	225	0.0	6
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Sagenomella	0.836	262	0.0	174
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Talaromyces	0.94	251	0.0	80
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Trichocomaceae;g__Trichocomaceae_unidentified	0.966	264	0.0	1812
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiomycetes_unidentified;f__Eurotiomycetes_unidentified_1;g__Eurotiomycetes_unidentified_1	0.976	485	0.0	282
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Incertae_sedis_18;f__Incertae_sedis_40;g__Sarcinomyces	0.999	256	0.0	15
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Arthrodermataceae;g__Arthroderma	1.0	318	0.0	1
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Onygenales;f__Onygenaceae;g__Onygenaceae_unidentified	1.0	282	0.0	1
d__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae;g__Verrucaria	0.76	245	0.0	1
d__Fungi;p__Ascomycota;c__Incertae_sedis_14;o__Incertae_sedis_15;f__Incertae_sedis_16	0.552	262	0.0	5
d__Fungi;p__Ascomycota;c__Incertae_sedis_14;o__Incertae_sedis_15;f__Incertae_sedis_16;g__Calcarisporiella	0.932	277	0.0	342
d__Fungi;p__Ascomycota;c__Incertae_sedis_14;o__Incertae_sedis_15;f__Incertae_sedis_16;g__Chalara	0.961	234	0.0	1086
d__Fungi;p__Ascomycota;c__Incertae_sedis_14;o__Incertae_sedis_15;f__Incertae_sedis_16;g__Cladochasiella	0.617	232	0.0	3
d__Fungi;p__Ascomycota;c__Incertae_sedis_14;o__Incertae_sedis_15;f__Incertae_sedis_16;g__Gyoerffyella	0.808	232	0.0	1002
d__Fungi;p__Ascomycota;c__Incertae_sedis_14;o__Incertae_sedis_15;f__Incertae_sedis_16;g__Ochroconis	0.814	347	0.0	7
d__Fungi;p__Ascomycota;c__Incertae_sedis_14;o__Incertae_sedis_15;f__Incertae_sedis_16;g__Pulchromyces	0.516	266	0.0	5
d__Fungi;p__Ascomycota;c__Incertae_sedis_14;o__Incertae_sedis_15;f__Incertae_sedis_16;g__Sporendonema	0.51	275	0.0	4
d__Fungi;p__Ascomycota;c__Incertae_sedis_14;o__Incertae_sedis_15;f__Incertae_sedis_16;g__Xenochalara	1.0	235	0.0	4
d__Fungi;p__Ascomycota;c__Lecanoromycetes	0.661	264	0.0	26
d__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales	0.5	227	0.0	1
d__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Cladoniaceae;g__Cladonia	0.993	378	0.0	3
d__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanoraceae;g__Lecanora	0.575	272	0.0	2
d__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Lecanorales_unidentified;g__Lecanorales_unidentified_1	0.947	213	0.0	3
d__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Nodobryoria	1.0	261	0.0	11
d__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanorales;f__Parmeliaceae;g__Parmelia	0.702	228	0.0	53
d__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Lecanoromycetes_unidentified;f__Lecanoromycetes_unidentified_1;g__Lecanoromycetes_unidentified_1	0.99	248	0.0	1495
d__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;f__Caliciaceae;g__Tholurna	0.53	489	0.0	1
d__Fungi;p__Ascomycota;c__Lecanoromycetes;o__Teloschistales;f__Teloschistaceae;g__Teloschistaceae_unidentified	0.88	271	0.0	1
d__Fungi;p__Ascomycota;c__Leotiomycetes	0.913	239	0.0	1693
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Geoglossales;f__Geoglossaceae	0.65	304	0.0	8
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Geoglossales;f__Geoglossaceae;g__Geoglossaceae_unidentified	0.616	223	0.0	143
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Geoglossales;f__Geoglossaceae;g__Geoglossum	0.955	224	0.0	4
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Geoglossales;f__Geoglossaceae;g__Sabuloglossum	1.0	213	0.0	5
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales	0.686	241	0.0	4214
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae	0.833	260	0.0	11
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Cryptosporiopsis	0.846	243	0.0	264
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Dermateaceae_unidentified	0.964	233	0.0	503
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Dermateaceae;g__Pezicula	0.742	232	0.0	9
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae	0.638	235	0.0	34
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Articulospora	0.594	233	0.0	8
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Crocicreas	0.732	236	0.0	1142
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Helotiaceae_unidentified	0.984	239	0.0	317
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Hymenoscyphus	0.666	236	0.0	153
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Neobulgaria	0.84	276	0.0	3
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Rhizoscyphus	0.877	237	0.0	6
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiaceae;g__Varicosporium	0.51	281	0.0	1
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Helotiales_unidentified;g__Helotiales_unidentified_1	0.921	347	0.0	94906
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hemiphacidiaceae;g__Rhabdocline	1.0	212	0.0	1
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae	0.607	236	0.0	10
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscypha	0.642	235	0.0	152
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Hyaloscyphaceae_unidentified	0.714	229	0.0	13
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Lachnum	0.983	240	0.0	875
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Hyaloscyphaceae;g__Mycoarthris	0.997	209	0.0	3
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2	0.559	267	0.0	9
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Ascocoryne	0.996	281	0.0	14
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Cadophora	0.703	238	0.0	5364
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Catenulifera	0.766	366	0.0	8
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Cystodendron	0.947	236	0.0	764
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Glarea	1.0	234	0.0	3
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Helicodendron	0.81	210	0.0	6
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Infundichalara	0.877	235	0.0	311
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Leptodontidium	0.964	243	0.0	1092
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Oculimacula	0.826	307	0.0	79
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Rhexocercosporidium	0.594	288	0.0	28
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Tetracladium	0.967	500	0.0	618
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Incertae_sedis_2;g__Xenopolyscytalum	0.834	234	0.0	12
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Phacidiaceae;g__Phacidium	0.928	236	0.0	28
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae	0.98	221	0.0	1
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Sclerotiniaceae;g__Botrytis	0.804	221	0.0	9
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Helotiales;f__Vibrisseaceae;g__Phialocephala	0.931	246	0.0	392
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae_sedis;f__Incertae_sedis_1;g__Collophora	0.948	233	0.0	21
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae_sedis;f__Incertae_sedis_1;g__Geomyces	0.702	268	0.0	19
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae_sedis;f__Incertae_sedis_1;g__Leohumicola	0.731	234	0.0	11694
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Incertae_sedis;f__Incertae_sedis_1;g__Meliniomyces	0.884	238	0.0	1327
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiales;f__Leotiaceae;g__Alatospora	0.976	397	0.0	167
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Leotiomycetes_unidentified;f__Leotiomycetes_unidentified_1;g__Leotiomycetes_unidentified_1	0.99	287	0.0	2291
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae	0.86	409	0.0	1
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Rhytismatales;f__Rhytismataceae;g__Rhytismataceae_unidentified	0.998	387	0.0	25
d__Fungi;p__Ascomycota;c__Leotiomycetes;o__Thelebolales;f__Thelebolaceae;g__Antarctomyces	1.0	236	0.0	1
d__Fungi;p__Ascomycota;c__Orbiliomycetes	0.535	276	0.0	2
d__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Dactylellina	0.875	258	0.0	2
d__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliales;f__Orbiliaceae;g__Orbiliaceae_unidentified	0.955	258	0.0	8
d__Fungi;p__Ascomycota;c__Orbiliomycetes;o__Orbiliomycetes_unidentified;f__Orbiliomycetes_unidentified_1;g__Orbiliomycetes_unidentified_1	1.0	271	0.0	5
d__Fungi;p__Ascomycota;c__Pezizomycetes	0.5	332	0.0	2
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales	0.598	253	0.0	5
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Morchellaceae;g__Morchella	1.0	296	0.0	1
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Morchellaceae;g__Verpa	1.0	367	0.0	2
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Peziza	0.998	266	0.0	136
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizaceae;g__Sarcosphaera	0.98	259	0.0	1
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pezizales_unidentified;g__Pezizales_unidentified_1	0.993	238	0.0	119
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae	0.804	258	0.0	59
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Geopora	1.0	281	0.0	10
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Gilkeya	1.0	248	0.0	2
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pustularia	0.999	236	0.0	385
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pyronema	1.0	255	0.0	18
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Pyronemataceae_unidentified	0.981	262	0.0	5611
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Sphaerosporella	0.72	237	0.0	2
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Tricharina	1.0	267	0.0	2
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Trichophaea	0.641	269	0.0	31
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Pyronemataceae;g__Wilcoxina	0.998	263	0.0	138693
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Sarcosomataceae;g__Plectania	1.0	311	0.0	5
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizales;f__Tuberaceae;g__Tuber	1.0	286	0.0	1
d__Fungi;p__Ascomycota;c__Pezizomycetes;o__Pezizomycetes_unidentified;f__Pezizomycetes_unidentified_1;g__Pezizomycetes_unidentified_1	0.895	220	0.0	25
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales	0.54	232	0.0	19
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Dipodascaceae;g__Basidioascus	0.986	259	0.0	388
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Incertae_sedis_11;g__Candida	0.987	263	0.0	74
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Incertae_sedis_11;g__Incertae_sedis_11_unidentified	1.0	235	0.0	1
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Incertae_sedis_11;g__Schwanniomyces	1.0	270	0.0	1
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Lipomycetaceae;g__Lipomyces	0.999	231	0.0	2286
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetaceae;g__Zygosaccharomyces	1.0	301	0.0	2
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Saccharomycetales_unidentified;g__Saccharomycetales_unidentified_1	0.953	228	0.0	16
d__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Trichomonascaceae;g__Sugiyamaella	0.999	208	0.0	82
d__Fungi;p__Ascomycota;c__Sordariomycetes	0.78	229	0.0	635
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeria	0.998	224	0.0	9
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chaetosphaeriaceae_unidentified	1.0	230	0.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Chaetosphaeriales;f__Chaetosphaeriaceae;g__Chloridium	1.0	225	0.0	32
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae	0.655	250	0.0	8
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Coniochaeta	1.0	254	0.0	1
