Taxon_Name	MeanBootstrapValue	MeanLengthMerged	PercentageAsPairs	Total
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetaceae;g__Lecythophora	0.945	248	0.0	112
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Coniochaetales;f__Coniochaetales_unidentified;g__Coniochaetales_unidentified_1	1.0	234	0.0	15
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales	0.679	230	0.0	197
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Clonostachys	1.0	232	0.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Bionectriaceae;g__Hydropisphaera	0.985	245	0.0	80
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae	0.669	251	0.0	8
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Clavicipitaceae;g__Pochonia	0.997	247	0.0	35
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Beauveria	0.897	237	0.0	4
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Cordyceps	0.786	236	0.0	39
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Isaria	0.607	212	0.0	16
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Lecanicillium	1.0	258	0.0	65
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Cordycipitaceae;g__Simplicillium	0.905	216	0.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae	0.972	273	0.0	79
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypocrea	0.821	277	0.0	141
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypocreaceae_unidentified	0.695	279	0.0	84
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Hypomyces	1.0	248	0.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreaceae;g__Trichoderma	0.944	260	0.0	565
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Hypocreales_unidentified;g__Hypocreales_unidentified_1	0.984	205	0.0	704
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Incertae_sedis_3	0.52	232	0.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Incertae_sedis_3;g__Acremonium	0.882	238	0.0	14
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Incertae_sedis_3;g__Ilyonectria	0.94	208	0.0	360
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Incertae_sedis_3;g__Myrothecium	1.0	241	0.0	6
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Incertae_sedis_3;g__Sarocladium	0.997	240	0.0	6
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Incertae_sedis_3;g__Stachybotrys	0.95	231	0.0	3
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae	0.745	227	0.0	6
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Flagellospora	0.816	235	0.0	516
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Fusarium	0.993	238	0.0	90
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Gibberella	0.63	225	0.0	15
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectria	0.766	211	0.0	31
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Nectriaceae_unidentified	0.951	228	0.0	350
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Neonectria	0.52	209	0.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Nectriaceae;g__Pleonectria	0.84	231	0.0	3
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae	0.57	235	0.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Elaphocordyceps	0.997	234	0.0	224
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Ophiocordyceps	1.0	239	0.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Hypocreales;f__Ophiocordycipitaceae;g__Ophiocordycipitaceae_unidentified	1.0	248	0.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Incertae_sedis_7;f__Incertae_sedis_31;g__Eucasphaeria	0.805	234	0.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Incertae_sedis_7;f__Plectosphaerellaceae;g__Verticillium	0.851	227	0.0	14
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Lulworthiales;f__Lulworthiaceae;g__Zalerion	0.99	246	0.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Microascaceae_unidentified	0.823	253	0.0	8
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Microascales;f__Microascaceae;g__Pseudallescheria	0.937	245	0.0	3
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Ophiostomatales;f__Ophiostomataceae;g__Sporothrix	1.0	220	0.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales	0.867	214	0.0	9
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Humicola	0.56	235	0.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Chaetomiaceae;g__Trichocladium	0.52	235	0.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Incertae_sedis_23;g__Diplogelasinospora	1.0	249	0.0	19
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Apodus	1.0	225	0.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Fimetariella	0.895	245	0.0	2
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Lasiosphaeria	1.0	229	0.0	3
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Lasiosphaeriaceae_unidentified	0.918	243	0.0	36
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Podospora	0.97	241	0.0	3
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Lasiosphaeriaceae;g__Schizothecium	0.938	237	0.0	8
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariaceae;g__Sordariaceae_unidentified	1.0	263	0.0	8
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariales;f__Sordariales_unidentified;g__Sordariales_unidentified_1	0.975	223	0.0	152
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Sordariomycetes_unidentified;f__Sordariomycetes_unidentified_1;g__Sordariomycetes_unidentified_1	0.878	240	0.0	387
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales	0.54	233	0.0	1
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Amphisphaeriaceae;g__Amphisphaeriaceae_unidentified	0.944	263	0.0	7
d__Fungi;p__Ascomycota;c__Sordariomycetes;o__Xylariales;f__Xylariaceae;g__Anthostomella	0.944	253	0.0	118
d__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Lalaria	1.0	248	0.0	3
d__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrina	0.869	252	0.0	13
d__Fungi;p__Ascomycota;c__Taphrinomycetes;o__Taphrinales;f__Taphrinaceae;g__Taphrinaceae_unidentified	0.995	250	0.0	8
d__Fungi;p__Basidiomycota	0.645	260	0.0	5436
d__Fungi;p__Basidiomycota;c__Agaricomycetes	0.675	313	0.0	4841
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales	0.798	346	0.0	5709
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Bovista	1.0	351	0.0	5
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Cystoderma	0.625	321	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricaceae;g__Lycoperdon	1.0	341	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Agaricales_unidentified;g__Agaricales_unidentified_1	0.996	297	0.0	9619
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Amanitaceae;g__Amanita	1.0	282	0.0	12
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Bolbitiaceae;g__Conocybe	0.855	328	0.0	81
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae	0.88	243	0.0	4533
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavaria	0.912	278	0.0	15764
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavariaceae_unidentified	0.948	244	0.0	10522
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Clavulinopsis	0.554	239	0.0	50
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Clavariaceae;g__Ramariopsis	0.537	239	0.0	214
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae	0.5	302	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinariaceae_unidentified	0.617	319	0.0	21
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Cortinariaceae;g__Cortinarius	0.992	252	0.0	263
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae	0.503	323	0.0	564
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Clitopilus	1.0	307	0.0	898
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entoloma	0.996	303	0.0	12305
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Entolomataceae;g__Entolomataceae_unidentified	0.65	308	0.0	15
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae	0.972	293	0.0	64
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrocybe	0.932	298	0.0	920
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrophoraceae_unidentified	0.63	296	0.0	1026
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Hygrophoraceae;g__Hygrophorus	0.998	232	0.0	22382
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae	0.523	296	0.0	3
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Inocybaceae;g__Inocybe	0.996	301	0.0	10035
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae	0.745	316	0.0	4
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae;g__Lyophyllum	0.998	304	0.0	10
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Lyophyllaceae;g__Tephrocybe	0.79	305	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Mycenaceae;g__Mycena	1.0	328	0.0	53
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Physalacriaceae;g__Armillaria	1.0	316	0.0	1875
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae	0.923	326	0.0	3
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Pleurotaceae;g__Pleurotaceae_unidentified	0.55	326	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Coprinellus	1.0	313	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrella	0.996	317	0.0	545
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Psathyrellaceae;g__Psathyrellaceae_unidentified	0.923	299	0.0	3
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae	0.52	317	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Agrocybe	1.0	320	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Galerina	0.909	319	0.0	9
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Hebeloma	0.598	347	0.0	12
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Hypholoma	1.0	313	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Kuehneromyces	1.0	329	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pachylepyrium	1.0	314	0.0	3
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Pholiota	0.894	368	0.0	61
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Psilocybe	1.0	271	0.0	17
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Strophariaceae;g__Strophariaceae_unidentified	1.0	270	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae	0.517	323	0.0	3
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Arrhenia	1.0	281	0.0	12
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Clitocybe	0.94	307	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Fayodia	0.984	307	0.0	260
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Ripartites	0.998	310	0.0	5
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricales;f__Tricholomataceae;g__Tricholoma	1.0	309	0.0	382
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Agaricomycetes_unidentified;f__Agaricomycetes_unidentified_1;g__Agaricomycetes_unidentified_1	0.974	234	0.0	1851
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Amylocorticiales;f__Amylocorticiales_unidentified;g__Amylocorticiales_unidentified_1	1.0	282	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales	0.72	267	0.0	7
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae	0.968	263	0.0	2229
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Amphinema	0.993	242	0.0	28594
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Atheliaceae_unidentified	0.995	265	0.0	5278
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Piloderma	0.993	266	0.0	13951
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Atheliales;f__Atheliaceae;g__Tylospora	1.0	262	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales	0.746	236	0.0	22
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Auriculariales_unidentified;g__Auriculariales_unidentified_1	0.803	238	0.0	941
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Auriculariales;f__Incertae_sedis_28;g__Basidiodendron	0.72	213	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales	0.675	338	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Boletales_unidentified;g__Boletales_unidentified_1	1.0	361	0.0	8
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Coniophoraceae;g__Coniophora	0.734	295	0.0	5
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Gomphidiaceae;g__Chroogomphus	0.86	325	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Gomphidiaceae;g__Gomphidius	1.0	337	0.0	4
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Rhizopogonaceae;g__Rhizopogon	0.999	301	0.0	202
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Suillus	0.998	281	0.0	1000
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Boletales;f__Suillaceae;g__Truncocolumella	1.0	327	0.0	26
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales	0.88	258	0.0	19
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellaceae;g__Cantharellaceae_unidentified	0.985	250	0.0	21
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Cantharellales_unidentified;g__Cantharellales_unidentified_1	0.79	255	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae	0.821	260	0.0	87
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidiaceae_unidentified	0.579	264	0.0	988
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Ceratobasidium	0.596	264	0.0	34
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Ceratobasidiaceae;g__Rhizoctonia	0.978	248	0.0	35
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae	0.605	260	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Clavulinaceae;g__Clavulina	0.998	262	0.0	359
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae	0.626	269	0.0	8
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Cantharellales;f__Hydnaceae;g__Sistotrema	0.922	248	0.0	190
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Coltricia	1.0	452	0.0	1288
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Phellinus	0.996	306	0.0	39
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetaceae;g__Tubulicrinis	1.0	278	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Hymenochaetales_unidentified;g__Hymenochaetales_unidentified_1	0.749	230	0.0	13
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Hymenochaetales;f__Schizoporaceae;g__Hyphodontia	1.0	291	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Incertae_sedis_29;f__Incertae_sedis_30;g__Alloclavaria	0.999	285	0.0	4779
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Incertae_sedis_29;f__Incertae_sedis_30;g__Cotylidia	1.0	298	0.0	5
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Incertae_sedis_29;f__Incertae_sedis_30;g__Resinicium	1.0	235	0.0	187
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Antrodia	1.0	266	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Laetiporus	1.0	241	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Fomitopsidaceae;g__Postia	1.0	256	0.0	4
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Ganodermataceae;g__Ganoderma	1.0	275	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Bjerkandera	0.6	268	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Hypochnicium	1.0	274	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Meruliaceae;g__Junghuhnia	0.975	267	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Antrodiella	1.0	273	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Phanerochaetaceae;g__Phanerochaete	1.0	272	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae	0.78	263	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporaceae;g__Trametes	1.0	266	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Polyporales_unidentified;g__Polyporales_unidentified_1	0.999	254	0.0	293
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Polyporales;f__Xenasmataceae;g__Xenasmatella	1.0	271	0.0	3
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales	0.53	259	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Albatrellaceae;g__Leucogaster	0.915	249	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Albatrellaceae;g__Leucophleps	1.0	273	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Bondarzewiaceae;g__Heterobasidion	1.0	263	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Lactarius	0.97	305	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula	0.998	270	0.0	13
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russulaceae_unidentified	0.653	273	0.0	3
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stephanosporaceae;g__Lindtneria	0.54	339	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales	0.805	258	0.0	24
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae	0.681	275	0.0	226
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacina	0.831	274	0.0	1230
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacinaceae_unidentified	0.967	269	0.0	8235
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinales_Group_B;g__Sebacinales_Group_B_unidentified	0.999	278	0.0	15
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinales_unidentified;g__Sebacinales_unidentified_1	0.732	244	0.0	34
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Bankeraceae;g__Boletopsis	1.0	290	0.0	3
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae	0.995	275	0.0	295
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Pseudotomentella	0.957	313	0.0	20
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Thelephora	0.949	279	0.0	38
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Thelephoraceae_unidentified	0.77	282	0.0	514
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella	0.899	276	0.0	12734
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentellopsis	0.818	287	0.0	139
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales	0.542	272	0.0	6
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae	0.5	273	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora	0.507	272	0.0	6
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Trechisporales_unidentified;g__Trechisporales_unidentified_1	1.0	275	0.0	158
d__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales	0.51	195	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Agaricostilbaceae;g__Bensingtonia	0.89	244	0.0	5
d__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;g__Kurtzmanomyces	0.83	219	0.0	11
d__Fungi;p__Basidiomycota;c__Atractiellomycetes;o__Atractiellales;f__Atractiellales_unidentified;g__Atractiellales_unidentified_1	0.535	224	0.0	2
d__Fungi;p__Basidiomycota;c__Basidiomycota_unidentified;o__Basidiomycota_unidentified_1;f__Basidiomycota_unidentified_1;g__Basidiomycota_unidentified_1_1	0.996	192	0.0	14524
d__Fungi;p__Basidiomycota;c__Cystobasidiomycetes;o__Cystobasidiales;f__Cystobasidiaceae;g__Occultifur	0.73	213	0.0	2
d__Fungi;p__Basidiomycota;c__Incertae_sedis_4;o__Malasseziales;f__Incertae_sedis_5;g__Malassezia	1.0	302	0.0	3
d__Fungi;p__Basidiomycota;c__Microbotryomycetes	0.55	240	0.0	5
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidiella	1.0	224	0.0	3
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Mastigobasidium	0.84	229	0.0	3
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_unidentified;f__Microbotryomycetes_unidentified_1;g__Microbotryomycetes_unidentified_1	0.965	168	0.0	2
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis_25	0.654	236	0.0	44
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis_25;g__Incertae_sedis_25_unidentified	1.0	226	0.0	3
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis_25;g__Rhodotorula	0.74	216	0.0	462
