Taxon_Name	MeanBootstrapValue	MeanLengthMerged	PercentageAsPairs	Total
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Hericiaceae;g__Hericium	1.0	359	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulaceae;g__Russula	0.992	402	0.0	4
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Russulales_unidentified;g__Russulales_unidentified_1	1.0	340	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stephanosporaceae	0.645	379	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stephanosporaceae;g__Lindtneria	0.623	374	0.0	6
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Russulales;f__Stereaceae;g__Gloeocystidiellum	0.93	343	0.0	1
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales	0.925	348	0.0	4
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae	0.673	351	0.0	9
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinaceae;g__Sebacinaceae_unidentified	0.98	349	0.0	6187
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinales_Group_B;g__Sebacinales_Group_B_unidentified	0.914	356	0.0	15
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Sebacinales;f__Sebacinales_unidentified;g__Sebacinales_unidentified_1	0.736	343	0.0	56
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Bankeraceae;g__Boletopsis	1.0	348	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae	0.997	366	0.0	171
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Pseudotomentella	0.997	375	0.0	14
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Thelephora	0.988	367	0.0	36
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Thelephoraceae_unidentified	0.675	367	0.0	1024
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentella	0.955	366	0.0	7762
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Thelephorales;f__Thelephoraceae;g__Tomentellopsis	0.71	373	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Hydnodontaceae;g__Trechispora	0.79	349	0.0	3
d__Fungi;p__Basidiomycota;c__Agaricomycetes;o__Trechisporales;f__Trechisporales_unidentified;g__Trechisporales_unidentified_1	0.991	354	0.0	222
d__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Agaricostilbaceae;g__Bensingtonia	0.715	357	0.0	2
d__Fungi;p__Basidiomycota;c__Agaricostilbomycetes;o__Agaricostilbales;f__Chionosphaeraceae;g__Kurtzmanomyces	0.954	360	0.0	8
d__Fungi;p__Basidiomycota;c__Atractiellomycetes;o__Atractiellales;f__Atractiellales_unidentified;g__Atractiellales_unidentified_1	0.86	356	0.0	11
d__Fungi;p__Basidiomycota;c__Basidiomycota_unidentified;o__Basidiomycota_unidentified_1;f__Basidiomycota_unidentified_1;g__Basidiomycota_unidentified_1_1	0.999	374	0.0	48027
d__Fungi;p__Basidiomycota;c__Dacrymycetes;o__Dacrymycetales;f__Dacrymycetaceae;g__Dacrymycetaceae_unidentified	0.64	307	0.0	4
d__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Exobasidiales;f__Exobasidiaceae;g__Exobasidium	0.999	350	0.0	9
d__Fungi;p__Basidiomycota;c__Exobasidiomycetes;o__Incertae_sedis_44;f__Incertae_sedis_45;g__Tilletiopsis	0.75	384	0.0	1
d__Fungi;p__Basidiomycota;c__Incertae_sedis_4;o__Malasseziales;f__Incertae_sedis_5;g__Malassezia	1.0	418	0.0	22
d__Fungi;p__Basidiomycota;c__Microbotryomycetes	0.929	370	0.0	851
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales	0.507	378	0.0	167
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae	0.585	378	0.0	1341
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidiella	0.936	361	0.0	8
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Leucosporidium	0.561	377	0.0	12
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Leucosporidiales;f__Leucosporidiaceae;g__Mastigobasidium	0.685	359	0.0	2
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryales	0.91	399	0.0	1
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Microbotryomycetes_unidentified;f__Microbotryomycetes_unidentified_1;g__Microbotryomycetes_unidentified_1	0.995	348	0.0	15
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales	0.535	360	0.0	4
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis_25	0.66	344	0.0	57
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis_25;g__Incertae_sedis_25_unidentified	1.0	355	0.0	1
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis_25;g__Rhodosporidium	0.99	353	0.0	1
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis_25;g__Rhodotorula	0.859	354	0.0	306
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Incertae_sedis_25;g__Sporobolomyces	0.589	310	0.0	179
d__Fungi;p__Basidiomycota;c__Microbotryomycetes;o__Sporidiobolales;f__Sporidiobolales_unidentified;g__Sporidiobolales_unidentified_1	0.992	356	0.0	617
d__Fungi;p__Basidiomycota;c__Tremellomycetes	0.919	338	0.0	56
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales	0.523	374	0.0	3
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Cystofilobasidium	1.0	374	0.0	1
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Guehomyces	1.0	367	0.0	7
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiaceae;g__Udeniomyces	1.0	379	0.0	6
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Cystofilobasidiales_unidentified;g__Cystofilobasidiales_unidentified_1	0.583	374	0.0	28
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Cystofilobasidiales;f__Incertae_sedis_48;g__Syzygospora	0.928	307	0.0	12
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae;g__Cryptococcus	0.991	381	0.0	1820
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales	0.803	302	0.0	205
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis_12	0.713	310	0.0	33
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis_12;g__Cryptococcus_1	0.977	373	0.0	2236
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis_12;g__Dioszegia	1.0	282	0.0	11
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis_12;g__Fellomyces	0.713	312	0.0	4
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Incertae_sedis_12;g__Tremella	0.72	305	0.0	1
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellales;f__Tremellales_unidentified;g__Tremellales_unidentified_1	0.639	304	0.0	131
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Tremellomycetes_unidentified;f__Tremellomycetes_unidentified_1;g__Tremellomycetes_unidentified_1	0.741	326	0.0	239
d__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Trichosporonales;f__Trichosporonaceae;g__Trichosporon	0.995	311	0.0	252
d__Fungi;p__Basidiomycota;c__Tritirachiomycetes;o__Incertae_sedis_65;f__Incertae_sedis_66;g__Paratritirachium	1.0	346	0.0	7518
d__Fungi;p__Basidiomycota;c__Wallemiomycetes;o__Geminibasidiales;f__Geminibasidiaceae;g__Geminibasidium	0.998	374	0.0	336
d__Fungi;p__Chytridiomycota	0.589	366	0.0	101
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes	0.945	265	0.0	43
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales	0.606	292	0.0	18
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Chytridiales_unidentified;g__Chytridiales_unidentified_1	0.5	306	0.0	1
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiales;f__Synchytriaceae;g__Synchytrium	0.522	299	0.0	37
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Chytridiomycetes_unidentified;f__Chytridiomycetes_unidentified_1;g__Chytridiomycetes_unidentified_1	0.902	308	0.0	13
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Olpidiales;f__Olpidiaceae;g__Olpidium	0.997	398	0.0	267
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophlyctidales;f__Rhizophlyctidaceae;g__Rhizophlyctis	1.0	374	0.0	1
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales	0.58	358	0.0	3
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Rhizophydiales;f__Rhizophydiaceae;g__Rhizophydium	0.91	362	0.0	1
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae	0.61	382	0.0	2
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Kochiomyces	1.0	405	0.0	4
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Powellomyces	0.749	399	0.0	65
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Spizellomyces	0.811	388	0.0	65
d__Fungi;p__Chytridiomycota;c__Chytridiomycetes;o__Spizellomycetales;f__Spizellomycetaceae;g__Triparticalcar	1.0	354	0.0	2
d__Fungi;p__Chytridiomycota;c__Chytridiomycota_unidentified;o__Chytridiomycota_unidentified_1;f__Chytridiomycota_unidentified_1;g__Chytridiomycota_unidentified_1_1	0.739	379	0.0	273
d__Fungi;p__Chytridiomycota;c__Monoblepharidomycetes	0.871	398	0.0	306
d__Fungi;p__Chytridiomycota;c__Monoblepharidomycetes;o__Monoblepharidales	0.511	384	0.0	24
d__Fungi;p__Chytridiomycota;c__Monoblepharidomycetes;o__Monoblepharidales;f__Monoblepharidales_unidentified;g__Monoblepharidales_unidentified_1	0.774	418	0.0	822
d__Fungi;p__Chytridiomycota;c__Monoblepharidomycetes;o__Monoblepharidomycetes_unidentified;f__Monoblepharidomycetes_unidentified_1;g__Monoblepharidomycetes_unidentified_1	0.735	394	0.0	2288
d__Fungi;p__Fungi_unidentified;c__Fungi_unidentified_1;o__Fungi_unidentified_1;f__Fungi_unidentified_1_1;g__Fungi_unidentified_1_1	0.787	365	0.0	19495
d__Fungi;p__Glomeromycota	0.95	356	0.0	148
d__Fungi;p__Glomeromycota;c__Glomeromycetes	0.643	306	0.0	47
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Archaeosporales;f__Ambisporaceae;g__Ambisporaceae_unidentified	0.984	339	0.0	199
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Archaeosporales;f__Archaeosporaceae;g__Archaeospora	0.831	356	0.0	44
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales	0.51	384	0.0	4
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae	0.65	249	0.0	59
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulospora	0.72	375	0.0	478
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Acaulosporaceae_unidentified	0.894	357	0.0	98
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Diversisporales;f__Acaulosporaceae;g__Entrophospora	0.888	266	0.0	34
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales	0.698	370	0.0	194
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Claroideoglomeraceae	0.603	370	0.0	128
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Claroideoglomeraceae;g__Claroideoglomeraceae_unidentified	0.988	385	0.0	890
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Claroideoglomeraceae;g__Claroideoglomus	0.781	371	0.0	436
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae	0.759	339	0.0	97
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomeraceae_unidentified	0.943	344	0.0	1469
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Glomus	0.757	342	0.0	77
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomeraceae;g__Rhizophagus	0.82	351	0.0	236
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomerales;f__Glomerales_unidentified;g__Glomerales_unidentified_1	0.887	361	0.0	7
d__Fungi;p__Glomeromycota;c__Glomeromycetes;o__Glomeromycetes_unidentified;f__Glomeromycetes_unidentified_1;g__Glomeromycetes_unidentified_1	0.58	340	0.0	1
d__Fungi;p__Glomeromycota;c__Glomeromycota_unidentified;o__Glomeromycota_unidentified_1;f__Glomeromycota_unidentified_1;g__Glomeromycota_unidentified_1_1	0.833	337	0.0	439
d__Fungi;p__Zygomycota;c__Incertae_sedis_10	0.5	372	0.0	1
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Endogonales;f__Endogonaceae;g__Endogone	0.982	392	0.0	110
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Kickxellales;f__Kickxellaceae;g__Ramicandelaber	1.0	427	0.0	77
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mortierellales	0.995	395	0.0	4
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mortierellales;f__Mortierellaceae	0.837	407	0.0	3
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mortierellales;f__Mortierellaceae;g__Mortierella	0.997	397	0.0	21731
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mortierellales;f__Mortierellaceae;g__Mortierellaceae_unidentified	0.976	389	0.0	10
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mortierellales;f__Mortierellales_unidentified;g__Mortierellales_unidentified_1	0.685	388	0.0	96
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mucorales	0.604	357	0.0	72
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mucorales;f__Cunninghamellaceae;g__Absidia	0.937	346	0.0	110
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mucorales;f__Cunninghamellaceae;g__Cunninghamella	1.0	346	0.0	2
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mucorales;f__Lentamycetaceae;g__Lentamyces	0.792	364	0.0	313
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mucorales;f__Mucoraceae	0.648	325	0.0	5
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mucorales;f__Mucoraceae;g__Mucor	0.912	324	0.0	8227
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mucorales;f__Mucorales_unidentified;g__Mucorales_unidentified_1	0.917	318	0.0	6
d__Fungi;p__Zygomycota;c__Incertae_sedis_10;o__Mucorales;f__Umbelopsidaceae;g__Umbelopsis	1.0	346	0.0	31720
d__unknown	1.0	239	0.0	1
