Taxon_Name	MeanBootstrapValue	MeanLengthMerged	PercentageAsPairs	Total
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Coriobacteriales;f__Coriobacteriaceae	0.51	449	0.0	1
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Gaiellales;f__Gaiellaceae;g__Gaiella	0.897	487	0.0	7350
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales	0.807	479	0.0	1366
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Conexibacteraceae;g__Conexibacter	0.676	485	0.0	916
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Patulibacteraceae;g__Patulibacter	0.698	478	0.0	137
d__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Solirubrobacter	0.665	478	0.0	1632
d__Bacteria;p__Actinobacteria;c__Thermoleophilia;o__Thermoleophilales;f__Thermoleophilaceae;g__Thermoleophilum	0.623	490	0.0	172
d__Bacteria;p__Aquificae;c__Aquificae	0.51	509	0.0	2
d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales	0.54	482	0.0	1
d__Bacteria;p__Aquificae;c__Aquificae;o__Aquificales;f__Aquificales_incertae_sedis;g__Thermosulfidibacter	0.51	482	0.0	1
d__Bacteria;p__Armatimonadetes	0.645	466	0.0	87
d__Bacteria;p__Armatimonadetes;c__Armatimonadetes_gp2;o__Armatimonadetes_gp2;f__Armatimonadetes_gp2;g__Armatimonadetes_gp2	0.915	464	0.0	8
d__Bacteria;p__Armatimonadetes;c__Armatimonadetes_gp4;o__Armatimonadetes_gp4;f__Armatimonadetes_gp4;g__Armatimonadetes_gp4	0.941	462	0.0	871
d__Bacteria;p__Armatimonadetes;c__Armatimonadetes_gp5;o__Armatimonadetes_gp5;f__Armatimonadetes_gp5;g__Armatimonadetes_gp5	0.923	452	0.0	781
d__Bacteria;p__Armatimonadetes;c__Armatimonadia;o__Armatimonadales;f__Armatimonadaceae;g__Armatimonas/Armatimonadetes_gp1	0.954	456	0.0	385
d__Bacteria;p__Armatimonadetes;c__Chthonomonadetes;o__Chthonomonadales;f__Chthonomonadaceae;g__Chthonomonas/Armatimonadetes_gp3	0.899	462	0.0	1830
d__Bacteria;p__Armatimonadetes;c__Fimbriimonadia;o__Fimbriimonadales;f__Fimbriimonadaceae;g__Fimbriimonas	0.769	457	0.0	405
d__Bacteria;p__Bacteroidetes	0.885	478	0.0	5219
d__Bacteria;p__Bacteroidetes;c__Bacteroidetes_incertae_sedis	0.51	460	0.0	1
d__Bacteria;p__Bacteroidetes;c__Bacteroidetes_incertae_sedis;o__Ohtaekwangia;f__Ohtaekwangia;g__Ohtaekwangia	0.893	481	0.0	5221
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales	0.591	481	0.0	18
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae	0.5	461	0.0	1
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae	0.818	484	0.0	4
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Dysgonomonas	0.82	489	0.0	2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Paludibacter	0.52	464	0.0	1
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae	0.56	483	0.0	2
d__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Meniscus	0.53	472	0.0	1
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales	0.626	473	0.0	221
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae	0.566	475	0.0	71
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Adhaeribacter	0.968	480	0.0	1624
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Cytophaga	0.709	482	0.0	7
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Dyadobacter	0.963	469	0.0	105
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Emticicia	0.986	464	0.0	5
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Fibrella	0.6	479	0.0	2
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Hymenobacter	0.918	471	0.0	12
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Larkinella	0.51	477	0.0	1
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Microscilla	0.587	443	0.0	98
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Persicitalea	0.57	469	0.0	1
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Spirosoma	0.98	464	0.0	6
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Cytophagaceae;g__Sporocytophaga	0.666	478	0.0	90
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae	0.573	477	0.0	46
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Aureibacter	0.595	478	0.0	11
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Flexithrix	0.64	483	0.0	1
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Limibacter	0.505	474	0.0	2
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Marinoscillum	0.54	482	0.0	1
d__Bacteria;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Flammeovirgaceae;g__Persicobacter	0.5	362	0.0	1
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales	0.607	482	0.0	394
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae	0.599	462	0.0	15
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Crocinitomix	0.515	485	0.0	2
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Fluviicola	0.808	487	0.0	21
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Cryomorphaceae;g__Owenweeksia	0.51	484	0.0	1
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae	0.636	481	0.0	704
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aureitalea	0.52	450	0.0	1
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cloacibacterium	0.99	479	0.0	1
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium	0.923	476	0.0	130
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Soonwooa	0.6	484	0.0	1
d__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Zhouia	0.608	472	0.0	6
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales	0.566	477	0.0	359
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae	0.936	481	0.0	6191
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Chitinophaga	0.691	484	0.0	232
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Crenotalea	0.566	477	0.0	10
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Ferruginibacter	0.88	484	0.0	2548
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Filimonas	0.648	482	0.0	356
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavihumibacter	0.671	476	0.0	49
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavisolibacter	0.734	484	0.0	138
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Flavitalea	0.757	482	0.0	1991
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Hydrotalea	0.53	488	0.0	1
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Lacibacter	0.577	479	0.0	16
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Niabella	0.664	482	0.0	40
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Niastella	0.644	484	0.0	536
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Parasegetibacter	0.63	481	0.0	12
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Sediminibacterium	0.695	481	0.0	432
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Segetibacter	0.777	482	0.0	1234
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Chitinophagaceae;g__Terrimonas	0.744	486	0.0	2108
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Cyclobacteriaceae	0.596	473	0.0	25
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Cyclobacteriaceae;g__Aquiflexum	0.582	476	0.0	11
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Cyclobacteriaceae;g__Cecembia	0.547	479	0.0	20
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Cyclobacteriaceae;g__Mongoliitalea	0.51	483	0.0	1
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae	0.526	480	0.0	5
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Saprospiraceae;g__Haliscomenobacter	0.709	483	0.0	54
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae	0.69	479	0.0	854
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Arcticibacter	0.636	479	0.0	386
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter	0.944	480	0.0	3462
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Nubsella	0.548	478	0.0	25
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pedobacter	0.919	480	0.0	606
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Pseudosphingobacterium	0.578	478	0.0	23
d__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Solitalea	0.611	483	0.0	22
d__Bacteria;p__BRC1;c__BRC1_genera_incertae_sedis;o__BRC1_genera_incertae_sedis;f__BRC1_genera_incertae_sedis;g__BRC1_genera_incertae_sedis	0.818	485	0.0	93
d__Bacteria;p__candidate division WPS-1;c__WPS-1_genera_incertae_sedis;o__WPS-1_genera_incertae_sedis;f__WPS-1_genera_incertae_sedis;g__WPS-1_genera_incertae_sedis	0.815	453	0.0	4393
d__Bacteria;p__candidate division WPS-2;c__WPS-2_genera_incertae_sedis;o__WPS-2_genera_incertae_sedis;f__WPS-2_genera_incertae_sedis;g__WPS-2_genera_incertae_sedis	0.763	455	0.0	2853
d__Bacteria;p__candidate division ZB3;c__ZB3_genera_incertae_sedis;o__ZB3_genera_incertae_sedis;f__ZB3_genera_incertae_sedis;g__ZB3_genera_incertae_sedis	0.51	448	0.0	1
d__Bacteria;p__Candidatus Saccharibacteria;c__Saccharibacteria_genera_incertae_sedis;o__Saccharibacteria_genera_incertae_sedis;f__Saccharibacteria_genera_incertae_sedis;g__Saccharibacteria_genera_incertae_sedis	0.913	473	0.0	3332
d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales	0.82	486	0.0	6
d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae	0.669	489	0.0	18
d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Neochlamydia	0.67	495	0.0	27
d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Parachlamydiaceae;g__Parachlamydia	0.677	491	0.0	19
d__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Simkaniaceae;g__Simkania	0.684	500	0.0	11
d__Bacteria;p__Chlorobi;c__Chlorobia;o__Chlorobiales;f__Chlorobiaceae	0.5	470	0.0	1
d__Bacteria;p__Chloroflexi	0.588	468	0.0	3801
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae	0.647	468	0.0	498
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Bellilinea	0.638	466	0.0	85
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Leptolinea	0.59	472	0.0	11
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Levilinea	0.537	453	0.0	3
d__Bacteria;p__Chloroflexi;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__Longilinea	0.589	467	0.0	73
d__Bacteria;p__Chloroflexi;c__Ardenticatenia;o__Ardenticatenales;f__Ardenticatenaceae;g__Ardenticatena	0.552	471	0.0	13
d__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae	0.632	466	0.0	18
d__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Caldilinea	0.695	460	0.0	82
d__Bacteria;p__Chloroflexi;c__Caldilineae;o__Caldilineales;f__Caldilineaceae;g__Litorilinea	0.651	458	0.0	35
d__Bacteria;p__Chloroflexi;c__Chloroflexia	0.52	443	0.0	6
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales	0.543	443	0.0	9
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae	0.619	445	0.0	158
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Heliothrix	0.563	457	0.0	23
d__Bacteria;p__Chloroflexi;c__Chloroflexia;o__Chloroflexales;f__Chloroflexaceae;g__Roseiflexus	0.586	444	0.0	229
d__Bacteria;p__Chloroflexi;c__Dehalococcoidetes;o__Dehalogenimonas;f__Dehalogenimonas;g__Dehalogenimonas	0.545	451	0.0	8
d__Bacteria;p__Chloroflexi;c__Dehalococcoidia;o__Dehalococcoidales;f__Dehalococcoidaceae;g__Dehalococcoides	0.548	447	0.0	61
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria	0.591	461	0.0	24
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales	0.711	457	0.0	467
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Ktedonobacteraceae;g__Ktedonobacter	0.707	446	0.0	1147
d__Bacteria;p__Chloroflexi;c__Ktedonobacteria;o__Ktedonobacterales;f__Thermosporotrichaceae;g__Thermosporothrix	0.758	454	0.0	1647
d__Bacteria;p__Chloroflexi;c__Thermoflexia;o__Thermoflexales;f__Thermoflexaceae;g__Thermoflexus	0.51	470	0.0	1
d__Bacteria;p__Chloroflexi;c__Thermomicrobia	0.544	466	0.0	160
d__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Sphaerobacterales;f__Sphaerobacteraceae;g__Sphaerobacter	0.711	462	0.0	104
d__Bacteria;p__Chloroflexi;c__Thermomicrobia;o__Thermomicrobiales;f__Thermomicrobiaceae;g__Thermomicrobium	0.56	472	0.0	1
d__Bacteria;p__Cyanobacteria/Chloroplast	0.515	462	0.0	2
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__Chloroplast;f__Chloroplast	0.791	444	0.0	96
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__Chloroplast;f__Chloroplast;g__Bacillariophyta	0.716	440	0.0	12
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__Chloroplast;f__Chloroplast;g__Bangiophyceae	0.59	461	0.0	5
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__Chloroplast;f__Chloroplast;g__Chlorarachniophyceae	0.71	458	0.0	1
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__Chloroplast;f__Chloroplast;g__Chlorophyta	0.878	453	0.0	16
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Chloroplast;o__Chloroplast;f__Chloroplast;g__Streptophyta	0.953	441	0.0	480
d__Bacteria;p__Cyanobacteria/Chloroplast;c__Cyanobacteria;o__Family I;f__Family I;g__GpI	0.997	437	0.0	3
d__Bacteria;p__Deinococcus-Thermus;c__Deinococci	0.512	433	0.0	13
d__Bacteria;p__Elusimicrobia	0.533	490	0.0	31
d__Bacteria;p__Elusimicrobia;c__Elusimicrobia;o__Elusimicrobiales;f__Elusimicrobiaceae;g__Elusimicrobium	0.584	491	0.0	14
d__Bacteria;p__Elusimicrobia;c__Endomicrobia;o__Candidatus Endomicrobium;f__Candidatus Endomicrobium;g__Candidatus Endomicrobium	0.55	489	0.0	6
d__Bacteria;p__Firmicutes	0.633	475	0.0	4930
d__Bacteria;p__Firmicutes;c__Bacilli	0.622	484	0.0	506
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales	0.803	487	0.0	7645
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae	0.581	484	0.0	85
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Alicyclobacillus	0.951	490	0.0	18325
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Kyrpidia	0.867	488	0.0	7
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Alicyclobacillaceae;g__Tumebacillus	0.738	487	0.0	1082
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1	0.617	491	0.0	849
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1;g__Aeribacillus	0.587	490	0.0	10
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1;g__Bacillus	0.9	496	0.0	7098
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1;g__Domibacillus	0.881	492	0.0	155
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1;g__Falsibacillus	0.609	490	0.0	287
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1;g__Geobacillus	0.88	499	0.0	4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 1;g__Saccharococcus	0.812	482	0.0	5
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2	0.625	486	0.0	1031
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Allobacillus	0.57	490	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Cerasibacillus	0.56	494	0.0	2
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Halalkalibacillus	0.567	485	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Natronobacillus	0.533	507	0.0	6
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Oceanobacillus	0.869	510	0.0	142
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Paucisalibacillus	0.585	484	0.0	61
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Pullulanibacillus	0.906	498	0.0	759
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Salirhabdus	0.588	482	0.0	59
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Saliterribacillus	0.51	498	0.0	1
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Tuberibacillus	0.86	498	0.0	4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae 2;g__Vulcanibacillus	0.57	486	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillales_Incertae Sedis X;g__Thermicanus	0.56	489	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1	0.687	492	0.0	2761
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Ammoniibacillus	0.55	494	0.0	1
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Brevibacillus	0.945	485	0.0	14
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Cohnella	0.84	498	0.0	315
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Fontibacillus	0.585	490	0.0	396
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Paenibacillus	0.737	492	0.0	1845
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Saccharibacillus	0.583	487	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 1;g__Thermobacillus	0.54	495	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 2	0.655	470	0.0	2
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 2;g__Ammoniphilus	0.845	485	0.0	70
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 2;g__Aneurinibacillus	0.997	487	0.0	10
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Paenibacillaceae 2;g__Oxalophagus	0.852	482	0.0	30
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae	0.749	490	0.0	1244
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Caryophanon	0.647	488	0.0	182
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Filibacter	0.709	486	0.0	346
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Jeotgalibacillus	0.578	498	0.0	35
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Paenisporosarcina	0.917	493	0.0	63
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Planococcaceae_incertae_sedis	0.78	497	0.0	2480
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Psychrobacillus	0.747	488	0.0	1614
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Rummeliibacillus	0.967	492	0.0	16
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Solibacillus	0.88	494	0.0	341
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Sporosarcina	0.895	495	0.0	1584
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Planococcaceae;g__Viridibacillus	0.91	477	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Staphylococcaceae;g__Staphylococcus	0.63	484	0.0	2
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 1	0.606	482	0.0	344
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 1;g__Desmospora	0.54	478	0.0	12
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 1;g__Lihuaxuella	0.52	472	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 1;g__Shimazuella	0.919	459	0.0	27
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 1;g__Thermoactinomyces	0.595	476	0.0	22
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 1;g__Thermoflavimicrobium	0.68	484	0.0	39
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 2	0.557	488	0.0	216
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 2;g__Planifilum	0.563	483	0.0	10
d__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Thermoactinomycetaceae 2;g__Polycladomyces	0.899	500	0.0	754
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales	0.557	481	0.0	14
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Carnobacteriaceae;g__Desemzia	0.597	497	0.0	3
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Pilibacter	0.6	483	0.0	1
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus	0.926	514	0.0	18
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Lactococcus	1.0	488	0.0	4
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus	0.927	490	0.0	6
d__Bacteria;p__Firmicutes;c__Clostridia	0.563	465	0.0	369
d__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales	0.585	477	0.0	219
